MMRF_2490_1_BM,0.237808,0.0,15.274,0.973212,0.0,10.1475,4.27872,6.71903,3.49732,4.87247,8.84639,11.0968,10.9396,5.90132,0.0,0.0,0.0,0.886188,0.0,0.0,0.0,0.0,4.1145,0.0,1.50661,6.71647,5.37705,0.0,10.1795,0.0,0.0,0.420711,1.51338,0.383653,2.86344,1.97761,0.0,11.1043,8.76012,11.5888,4.08388,7.70979,5.17769,0.0,0.0,1.91166,1.18711,7.62453,0.0,2.03132,3.28469,3.49488,3.14507,5.12071,2.10632,5.35675,2.33827,0.255648,9.23244,2.24107,1.77119,0.0,1.43825,3.32763,0.0768075,0.873653,0.0,0.0,14.7843,0.0,15.4501,0.458795,4.15944,0.30434,7.77381,0.0,11.6164,1.14948,0.0,1.95405,4.70794,5.475,4.31377,0.705268,11.1152,0.0,1.44707,1.12438,7.96248,8.88398,4.56163,4.0849,5.6959,1.57837,4.05077,0.487514,3.4,6.00191,26.7802,1.13934
MMRF_1089_1_BM,1.29561,0.0,14.0552,1.80927,0.0,11.5727,4.38026,8.02813,3.29213,4.99974,11.3114,13.3305,17.4988,7.5918,0.0,0.145418,0.0,0.81224,0.0,0.0,0.0700514,0.292549,5.91829,0.0,1.34112,8.68338,0.0,0.0,11.0353,0.0,0.668308,1.25965,0.305573,0.895041,3.74321,2.50126,0.0,11.0766,9.70289,9.51584,3.05005,7.29291,5.63299,0.0,0.269081,2.57892,3.20757,10.7207,0.0,3.64373,3.38182,1.66094,2.83119,5.60225,2.22887,5.54738,2.44595,0.0,10.0271,2.65842,2.70829,0.0,1.48018,4.23004,0.47199,0.666077,0.0,0.0,14.7312,0.0,15.7563,0.0,4.50001,0.0,9.54271,0.0,12.0711,0.543947,0.0,1.00831,6.97095,4.08409,4.77043,1.21715,12.1672,0.0,1.61106,0.0,7.8323,9.73839,4.34866,6.74794,4.67959,1.85131,6.95247,0.0,3.46667,5.99071,28.5726,1.86017
MMRF_1777_1_BM,1.64981,0.0,14.3384,1.79675,0.0,12.013,4.16427,8.36702,3.47284,4.75708,11.669,13.5633,19.2155,8.1698,0.0,0.308715,0.0,0.859246,0.0,0.0,0.0,0.389394,6.86664,0.0,1.10433,9.3804,0.0,0.0,11.9377,0.0,0.560601,0.919041,0.207394,0.556348,4.44145,2.33627,0.0,12.064,9.76798,10.3178,2.99027,6.98525,5.92586,0.0,0.337985,2.87229,3.08467,11.1862,0.0,3.67289,3.6498,1.66077,2.40327,5.28424,2.38396,6.17945,2.18027,0.0,10.6982,2.93408,2.58255,0.0,1.65429,4.10786,0.0565627,0.378247,0.0,0.0,15.0787,0.0,16.1019,0.0617215,4.41545,0.0,10.5462,0.0,12.8491,0.46258,0.0,0.946284,6.56105,5.3565,5.02191,1.01716,12.6551,0.0,1.48373,0.0,7.89491,10.1738,4.18995,7.79085,4.98518,1.69067,7.01241,0.0,3.60291,5.66327,28.9822,1.45875
MMRF_1153_1_BM,1.71991,0.0,14.3316,1.99955,0.0,10.886,3.91695,8.00937,3.33098,4.78107,10.1152,13.1971,18.8498,8.30865,0.0,0.0,0.0,0.583269,0.0,0.0,0.0,0.357853,6.64561,0.0,0.951129,8.72638,0.0,0.0,11.6876,0.0,0.490539,1.0444,0.0,0.510668,3.96161,2.23835,0.0,11.9248,9.33544,9.83255,3.05208,6.90681,5.05518,0.0,0.563161,2.7892,3.00775,10.6701,0.0,4.21869,3.80005,2.02061,2.41914,5.247,2.42559,5.75383,2.53762,0.0,10.3151,2.92777,2.65314,0.0,1.54043,4.25951,0.0,0.533545,0.0,0.0,14.8189,0.0,16.3057,0.165979,4.31171,0.0,9.84358,0.0,12.6642,0.675502,0.0,0.820849,6.64053,5.13222,4.73519,1.18936,12.5348,0.0,1.45597,0.0,7.75203,9.77813,4.58862,6.98888,5.61396,1.87156,7.05897,0.409945,3.81847,5.91996,28.9003,1.46636
MMRF_1392_1_BM,1.28885,0.0,13.6356,2.4592,0.0,10.7402,3.85177,8.13866,3.44847,4.99333,9.52451,13.3863,19.1714,7.73158,0.0,0.0,0.0,0.281097,0.0,0.0,0.0,0.670438,6.00339,0.0,0.721538,8.0504,0.0,0.0,11.8326,0.0,0.742278,1.57577,0.163568,0.228314,3.59599,2.06155,0.0,11.0277,9.75639,9.24151,2.70575,7.37343,5.39034,0.0,0.270013,1.9788,3.46185,11.2206,0.0,3.35387,3.75441,1.63746,2.77346,5.56583,2.85465,6.12795,2.08555,0.0,9.65614,2.86291,2.86347,0.0,1.40629,4.02346,0.877368,0.401889,0.0,0.0,13.9187,0.0,15.2219,0.15139,4.53659,0.0,8.18307,0.0,12.192,0.633088,0.0,1.12597,7.23585,2.98666,4.24359,0.446414,12.0879,0.0441956,1.83863,0.0,7.51099,9.55961,4.8278,5.72737,4.4818,1.32021,6.67394,0.388454,3.26568,6.07691,28.3011,1.33121
MMRF_1325_1_BM,1.67067,0.0,14.0873,2.0722,0.0,11.6316,3.97731,8.11744,3.27807,4.9195,11.0035,13.5545,19.2049,8.39229,0.0,0.0655784,0.0,0.588069,0.0,0.0,0.0,0.859625,6.64838,0.0,1.08016,8.76987,0.0,0.0,11.6942,0.0,0.728694,0.991531,0.383128,0.573897,3.73105,2.15221,0.0,11.6114,9.91538,9.50666,2.91108,7.09542,5.47216,0.0,0.299969,2.60873,3.03087,11.1838,0.0,3.24095,3.93403,2.06173,2.61538,5.43716,2.28296,5.80491,2.31783,0.0,10.445,3.02899,2.79409,0.0,1.12786,4.3658,0.0475744,0.387099,0.0,0.0,14.8338,0.0,16.0269,0.337089,4.34761,0.0,9.37269,0.0,12.4243,0.285896,0.0,0.902059,6.72554,5.54855,4.73775,0.344229,12.7542,0.0,1.94832,0.0,7.46508,9.82303,4.45286,6.97306,4.81569,1.82236,6.79811,0.343208,3.76685,5.93959,28.3291,1.61304
MMRF_1846_1_BM,1.01516,0.0,13.4453,1.97571,0.0,11.45,4.91063,8.21857,3.2421,5.98881,10.6409,13.5821,18.2968,7.93935,0.0,1.60267,0.0,0.964095,0.0,0.0,0.357207,0.781709,5.19447,0.335269,0.753894,8.6968,0.0,0.0,10.3318,0.0,0.380015,1.56412,0.318905,0.04128,2.85843,2.25135,0.0,12.1314,10.8606,9.1052,2.52047,7.42902,5.53603,0.0,0.412664,0.731325,3.72808,10.9492,0.0,2.573,4.60911,2.6993,3.44026,6.46082,2.57998,4.93856,2.55992,0.0,8.43703,3.48123,2.81359,0.0,1.43202,4.80493,0.0,0.799744,0.0,0.0,14.0471,0.0,15.8541,0.378713,4.00158,0.0,8.17303,0.0,11.8349,0.233191,0.0,0.531714,7.09402,3.47722,4.71294,0.840691,11.7352,0.0507865,1.24079,0.0,7.0657,9.21548,4.85996,5.49701,3.79337,1.96216,6.17188,0.876614,3.30915,5.58366,27.1842,0.888778
MMRF_1935_1_BM,1.33464,0.0,14.6074,1.78502,0.0,11.8488,3.87595,7.62441,3.85341,5.42407,10.6646,13.1309,19.0355,7.95533,0.0,0.0,0.0,1.05432,0.0,0.0,0.0,0.626549,6.20355,0.0,0.918246,8.29646,0.0,0.0,11.5048,0.0,0.621804,1.0779,0.435982,0.25214,3.60265,2.19408,0.0,11.7387,9.82904,9.25133,4.21806,6.94624,5.60594,0.0,0.173383,2.79426,3.09048,11.2968,0.0,3.41915,3.79798,1.93231,2.91174,5.36539,2.70902,6.4691,2.24245,0.0,9.77184,2.91608,2.83607,0.0,1.31428,3.99672,0.518845,0.22798,0.0,0.0,14.0739,0.0,15.095,0.0,4.31141,0.0,9.3513,0.0,12.5955,0.500866,0.0,1.20215,6.96315,5.52499,4.84593,0.743965,12.0973,0.206628,1.56152,0.0782739,7.45734,9.70055,4.72579,6.00876,4.26599,1.47115,6.70508,0.366435,3.44211,6.08027,28.5137,1.4608
MMRF_1654_1_BM,1.22973,0.0,13.7473,1.80292,0.0,11.1677,3.59777,7.77982,3.01553,4.94315,10.2478,12.967,18.387,7.60702,0.0,0.0578781,0.0,1.21064,0.0,0.0,0.0,0.641225,6.02509,0.0,0.962725,7.90589,0.0,0.0,10.5871,0.0,0.676898,1.11391,0.601932,0.557131,3.97706,2.33414,0.0,10.8557,9.3805,9.53759,1.997,6.9141,4.96971,0.0,0.0171998,2.3623,3.07751,10.3852,0.0,3.32733,3.95043,1.55479,2.49109,5.02357,2.12376,5.86804,2.18142,0.0,9.91411,2.81068,2.70635,0.0,1.21389,4.25767,0.0769005,0.288763,0.0,0.0,14.624,0.0,15.7974,0.27156,4.25178,0.0,8.91591,0.0,12.037,0.41872,0.0,0.826543,6.80549,4.19068,4.78967,0.54936,12.1979,0.489801,1.9574,0.0,7.47793,9.20832,4.92269,6.80747,4.81586,2.12511,6.29642,0.297127,3.70319,5.74182,27.2569,1.85096
MMRF_1682_1_BM,1.79579,0.0,13.4718,1.39691,0.0,10.3917,3.67471,7.74865,3.07271,4.43208,10.7916,13.1558,16.9998,7.66548,0.0,0.0,0.0,1.60349,0.0,0.0,0.0,0.673914,5.47791,0.0,0.970317,8.43025,0.0,0.0,11.0566,0.0,0.66679,1.07629,0.368373,0.226278,3.77225,2.02803,0.0,11.0128,9.38957,9.65804,2.45929,7.02989,5.03344,0.0,0.195856,2.37253,3.13687,10.7821,0.0,3.58833,2.95835,1.26407,2.74674,5.30982,1.88339,6.51774,2.4178,0.0,10.0731,2.82763,2.71176,0.0,1.32105,4.25527,0.158547,0.533303,0.0,0.0,14.5924,0.0,15.6757,0.0,4.28165,0.0,9.54527,0.0,11.8846,0.531282,0.0,0.438424,7.13046,4.33148,4.59417,0.735579,11.5807,0.0,1.64178,0.0,7.58488,9.05968,4.88715,6.89113,5.26251,1.20116,6.30194,0.0862846,3.74967,5.90012,26.0689,2.3669
